image,original_caption,generated_caption,value1,value2
2579268572_d78f8436cb.jpg,People ride upside-down on a roller coaster,"A bunch of people on a roller coaster, outdoors",0.72375,0.58720
2579268572_d78f8436cb.jpg,There are multiple people going over a loop on an inverted roller coaster,"A bunch of people on a roller coaster, outdoors",0.62288,0.59303
2611651553_61f859837e.jpg,A naked woman with her body painted,A damp woman with face paint on her body,0.61435,0.81123
2611651553_61f859837e.jpg,A nude lady walks in front of a crowd in body paint,A damp woman with face paint on her body,0.53792,0.65904
2611651553_61f859837e.jpg,A shirtless woman with paint on her face and mud on her body,A damp woman with face paint on her body,0.69099,0.91601
2611651553_61f859837e.jpg,A topless woman with her face painted is covered in mud,A damp woman with face paint on her body,0.55932,0.77117
2611651553_61f859837e.jpg,"A young woman , topless except for paint or mud",A damp woman with face paint on her body,0.42223,0.53735
2683985894_167d267dcb.jpg,A clown in an orange shirt entertains a crowd,"An adult Caucasian woman, dressed as a clown, engaging in a lively conversation outdoors on her cell phone",0.46466,0.59117
2683985894_167d267dcb.jpg,A girl in a orange shirt and a stripe tie,"An adult Caucasian woman, dressed as a clown, engaging in a lively conversation outdoors on her cell phone",0.26619,0.55728
2683985894_167d267dcb.jpg,A girl in orange shirt and clown makeup stands in a park while others look on,"An adult Caucasian woman, dressed as a clown, engaging in a lively conversation outdoors on her cell phone",0.49429,0.50381
2683985894_167d267dcb.jpg,The woman dressed as a clown is performing outside for others,"An adult Caucasian woman, dressed as a clown, engaging in a lively conversation outdoors on her cell phone",0.56218,0.48946
2683985894_167d267dcb.jpg,The young lady appears to be a mime among her peers,"An adult Caucasian woman, dressed as a clown, engaging in a lively conversation outdoors on her cell phone",0.29148,0.48251
2704379125_9c35650d16.jpg,A black dog follows a group of sheep walking in a field of grass,"A tranquil flock of sheep meandering across a verdant pastoral landscape, encapsulating the essence of rural farm life and agriculture",0.41396,0.62071
2704379125_9c35650d16.jpg,a black sheepdog is guiding sheep along a grassy path,"A tranquil flock of sheep meandering across a verdant pastoral landscape, encapsulating the essence of rural farm life and agriculture",0.43402,0.64168
2704379125_9c35650d16.jpg,A dog chasing sheep down a county road,"A tranquil flock of sheep meandering across a verdant pastoral landscape, encapsulating the essence of rural farm life and agriculture",0.38315,0.53819
2704379125_9c35650d16.jpg,A sheepdog is herding sheep down a grassy path,"A tranquil flock of sheep meandering across a verdant pastoral landscape, encapsulating the essence of rural farm life and agriculture",0.46146,0.63945
2704379125_9c35650d16.jpg,Black dog following a herd of sheep down a grassy lane,"A tranquil flock of sheep meandering across a verdant pastoral landscape, encapsulating the essence of rural farm life and agriculture",0.41386,0.60385
272546805_536c719648.jpg,A brown dog and a black dog are playing tug of war with a toy,"Two adorable purebred dogs standing outdoors in the dirt, showcasing their cute friendship",0.37526,0.53122
272546805_536c719648.jpg,A large brown dog is playing tug-of-war with a large black dog,"Two adorable purebred dogs standing outdoors in the dirt, showcasing their cute friendship",0.41955,0.45897
272546805_536c719648.jpg,The brown dog and the black dog with green harnesses are in the sand,"Two adorable purebred dogs standing outdoors in the dirt, showcasing their cute friendship",0.36148,0.55642
272546805_536c719648.jpg,Two brown dogs with green harnesses play tug of war,"Two adorable purebred dogs standing outdoors in the dirt, showcasing their cute friendship",0.37970,0.52378
272546805_536c719648.jpg,Two dogs play with a toy,"Two adorable purebred dogs standing outdoors in the dirt, showcasing their cute friendship",0.31095,0.53931
2727051596_be65bfb3d3.jpg,The two children are on an amusement park ride,"Two cheerful Caucasian boys enjoying their childhood, having fun in a play area under a colorful umbrella",0.22786,0.39864
2727051596_be65bfb3d3.jpg,The young boy in the orange shirt is sticking his tongue out while riding a ride,"Two cheerful Caucasian boys enjoying their childhood, having fun in a play area under a colorful umbrella",0.21871,0.54315
2727051596_be65bfb3d3.jpg,Two boys enjoy a ride at an amusement park,"Two cheerful Caucasian boys enjoying their childhood, having fun in a play area under a colorful umbrella",0.35151,0.58396
2727051596_be65bfb3d3.jpg,"Two little boys playing a game , one with his mouth wide open","Two cheerful Caucasian boys enjoying their childhood, having fun in a play area under a colorful umbrella",0.33398,0.66742
2727051596_be65bfb3d3.jpg,Two little boys ride in a fairground ride,"Two cheerful Caucasian boys enjoying their childhood, having fun in a play area under a colorful umbrella",0.30143,0.53295
2754898893_95239c1f19.jpg,A woman smiles in front of an ocean view,"A cheerful adult woman, smiling and looking at the camera, standing on top of a lush green hillside in the outdoors, enjoying the happiness of a summer day",0.41699,0.61703
2754898893_95239c1f19.jpg,A woman standing in front of a beach scene and smiling,"A cheerful adult woman, smiling and looking at the camera, standing on top of a lush green hillside in the outdoors, enjoying the happiness of a summer day",0.42792,0.69257
2754898893_95239c1f19.jpg,a young woman posing in front of a beautiful beach scene,"A cheerful adult woman, smiling and looking at the camera, standing on top of a lush green hillside in the outdoors, enjoying the happiness of a summer day",0.35882,0.70332
2754898893_95239c1f19.jpg,The woman in glasses is smiling with the ocean in the background,"A cheerful adult woman, smiling and looking at the camera, standing on top of a lush green hillside in the outdoors, enjoying the happiness of a summer day",0.38428,0.64865
2754898893_95239c1f19.jpg,Woman standing on a hill in front of the ocean,"A cheerful adult woman, smiling and looking at the camera, standing on top of a lush green hillside in the outdoors, enjoying the happiness of a summer day",0.30596,0.71650
2771424045_1fdf9617eb.jpg,A man in blue and red face paint poses for a picture with a woman,"An adult man and woman, smiling brightly with painted faces, pose outdoors for a captivating photograph",0.40394,0.67407
2771424045_1fdf9617eb.jpg,A woman is being held by a man with black and red paint on his face,"An adult man and woman, smiling brightly with painted faces, pose outdoors for a captivating photograph",0.35007,0.55214
2771424045_1fdf9617eb.jpg,A young woman poses with a man in face paint,"An adult man and woman, smiling brightly with painted faces, pose outdoors for a captivating photograph",0.36679,0.63314
2771424045_1fdf9617eb.jpg,two adults hug each other,"An adult man and woman, smiling brightly with painted faces, pose outdoors for a captivating photograph",0.09772,0.32200
2771424045_1fdf9617eb.jpg,"Wearing identical necklaces , a woman and a man with a painted face embrace","An adult man and woman, smiling brightly with painted faces, pose outdoors for a captivating photograph",0.30707,0.67115
2836360729_6500249fe6.jpg,A person buried in moss,A man is covered in seaweed on the beach,0.32845,0.63198
2836360729_6500249fe6.jpg,A woman is sitting at the beach covered by a lot of seaweed,A man is covered in seaweed on the beach,0.80589,0.77293
2836360729_6500249fe6.jpg,A woman on the beach is covered in seaweed,A man is covered in seaweed on the beach,0.87652,0.97150
2836360729_6500249fe6.jpg,A young person is buried in a pile of seaweed on a beach,A man is covered in seaweed on the beach,0.75221,0.81274
2836360729_6500249fe6.jpg,The smiling woman at the beach is buried in seaweed,A man is covered in seaweed on the beach,0.66827,0.78857
2876993733_cb26107d18.jpg,"Empty seats at a stadium , except for two people in green rain ponchos","A man in a green raincoat sitting on a seat in a sports stadium, surrounded by a row of empty chairs, beneath the audience-filled bleachers",0.68369,0.64933
2876993733_cb26107d18.jpg,The two people wearing green are sitting down and surrounded by empty seats,"A man in a green raincoat sitting on a seat in a sports stadium, surrounded by a row of empty chairs, beneath the audience-filled bleachers",0.64059,0.56491
2876993733_cb26107d18.jpg,Two lonely fans in green ponchos sit in a stadium,"A man in a green raincoat sitting on a seat in a sports stadium, surrounded by a row of empty chairs, beneath the audience-filled bleachers",0.59512,0.73179
2876993733_cb26107d18.jpg,Two people in green sit in an otherwise empty stadium,"A man in a green raincoat sitting on a seat in a sports stadium, surrounded by a row of empty chairs, beneath the audience-filled bleachers",0.63780,0.65903
2876993733_cb26107d18.jpg,Two people wearing green raincoats sit in blue bleachers that are otherwise empty,"A man in a green raincoat sitting on a seat in a sports stadium, surrounded by a row of empty chairs, beneath the audience-filled bleachers",0.56579,0.55606
2909609550_070eea49b5.jpg,A dog staring at the end of an ice cream cone,"A cute, small white dog is delightfully munching on a pastry offered from a person's hand",0.49600,0.58870
2909609550_070eea49b5.jpg,A shaggy white dog eyes the remaining part of an ice cream cone,"A cute, small white dog is delightfully munching on a pastry offered from a person's hand",0.58458,0.61043
2909609550_070eea49b5.jpg,A white shaggy dog wants a bite of its owners ice cream cone,"A cute, small white dog is delightfully munching on a pastry offered from a person's hand",0.61891,0.66085
2909609550_070eea49b5.jpg,Dog looking at food being held by person,"A cute, small white dog is delightfully munching on a pastry offered from a person's hand",0.42149,0.34420
2909609550_070eea49b5.jpg,The shaggy dog is looking at the last of an ice cream cone,"A cute, small white dog is delightfully munching on a pastry offered from a person's hand",0.48849,0.57102
2915538325_59e11276dd.jpg,A crowd of people in orange vests looks on as a fireball rises into the sky at an airport,"A congregation of individuals mesmerized by the overwhelming natural phenomenon of a large, intense fire",0.35771,0.51825
2915538325_59e11276dd.jpg,A group of people watching a large explosion,"A congregation of individuals mesmerized by the overwhelming natural phenomenon of a large, intense fire",0.38855,0.68876
2915538325_59e11276dd.jpg,A group of people wearing orange vests watch a large fire near a helicopter,"A congregation of individuals mesmerized by the overwhelming natural phenomenon of a large, intense fire",0.30822,0.55494
2915538325_59e11276dd.jpg,People dressed in hi viz jackets are watching a helicopter fly past an explosion,"A congregation of individuals mesmerized by the overwhelming natural phenomenon of a large, intense fire",0.21973,0.39339
2915538325_59e11276dd.jpg,The crowd is watching the fiery explosion,"A congregation of individuals mesmerized by the overwhelming natural phenomenon of a large, intense fire",0.32246,0.55033
2925577165_b83d31a7f6.jpg,A minivan drives through a deep puddle of water on the road,"A bustling city street at night, illuminated by the fast, blurred motion of cars driving, depicting a scene of active transportation",0.29291,0.63311
2925577165_b83d31a7f6.jpg,A minivan splashing through a flooded parking lot on a rainy night,"A bustling city street at night, illuminated by the fast, blurred motion of cars driving, depicting a scene of active transportation",0.26560,0.60104
2925577165_b83d31a7f6.jpg,A rainy road at night,"A bustling city street at night, illuminated by the fast, blurred motion of cars driving, depicting a scene of active transportation",0.32492,0.51086
2925577165_b83d31a7f6.jpg,Lights are reflecting off a city street in the evening during a rain storm,"A bustling city street at night, illuminated by the fast, blurred motion of cars driving, depicting a scene of active transportation",0.44243,0.59834
2925577165_b83d31a7f6.jpg,"Minivan drives down wet urban street at night , splashing water","A bustling city street at night, illuminated by the fast, blurred motion of cars driving, depicting a scene of active transportation",0.47305,0.55391
2998277360_9b4c0192f1.jpg,"A man in a yellow slicker holds a sign saying "" down and out ""","An adult woman, alone and outdoors, sitting on a curb holding a sign.",0.43462,0.53025
2998277360_9b4c0192f1.jpg,"An elderly lady in a yellow raincoat is sitting by a white building , holding up a cardboard sign to a car driving by","An adult woman, alone and outdoors, sitting on a curb holding a sign.",0.56777,0.57603
2998277360_9b4c0192f1.jpg,Elderly woman in yellow parka pan handling,"An adult woman, alone and outdoors, sitting on a curb holding a sign.",0.34536,0.21383
2998277360_9b4c0192f1.jpg,Man with a yellow coat and a cardboard sign,"An adult woman, alone and outdoors, sitting on a curb holding a sign.",0.27911,0.49930
2998277360_9b4c0192f1.jpg,"Older woman in yellow jacket , holds sign saying "" DOWN AND OUT "" in urban area","An adult woman, alone and outdoors, sitting on a curb holding a sign.",0.41063,0.20107
3004290523_d1319dfdb4.jpg,A man in a cast uses a camcorder while another man watches him,An adult African man holding a camera up to his face,0.44086,0.66273
3004290523_d1319dfdb4.jpg,A man makes a video while another watches,An adult African man holding a camera up to his face,0.40882,0.60581
3004290523_d1319dfdb4.jpg,A man with a cast films some video while another man smiles,An adult African man holding a camera up to his face,0.32772,0.63805
3004290523_d1319dfdb4.jpg,A man with a cast is using a camcorder to record an enjoyable event,An adult African man holding a camera up to his face,0.22780,0.63617
3004290523_d1319dfdb4.jpg,A man with an arm cast films something on video while another man is looking at the camera,An adult African man holding a camera up to his face,0.46029,0.65303
3004291093_35d6fd8548.jpg,A man has bleached tips in his Afro style hair and is on a cellphone,A cheerful young adult male with dreadlocks engaged in a conversation on his mobile phone during the night,0.54097,0.65559
3004291093_35d6fd8548.jpg,A man with black hair and blonde tips talks on his cellphone,A cheerful young adult male with dreadlocks engaged in a conversation on his mobile phone during the night,0.52797,0.69512
3004291093_35d6fd8548.jpg,A man with crazy hair is sitting with his fingers in his ears,A cheerful young adult male with dreadlocks engaged in a conversation on his mobile phone during the night,0.38480,0.58075
3004291093_35d6fd8548.jpg,A man with dreadlocks is plugging his ear to hear a phone call,A cheerful young adult male with dreadlocks engaged in a conversation on his mobile phone during the night,0.58178,0.60879
3004291093_35d6fd8548.jpg,A person with lots of hair and a Pac-man jacket is making a phone call,A cheerful young adult male with dreadlocks engaged in a conversation on his mobile phone during the night,0.26454,0.58116
3021318991_fa28e3bca7.jpg,A female lawn hockey player hitting the ball,"A competitive sportswoman in an orange uniform displays her athleticism outdoors, immersed in the intensity of a field hockey game on the grass",0.49725,0.66624
3021318991_fa28e3bca7.jpg,A girl in an orange uniform hits a ball in field hockey,"A competitive sportswoman in an orange uniform displays her athleticism outdoors, immersed in the intensity of a field hockey game on the grass",0.63857,0.79055
3021318991_fa28e3bca7.jpg,A girl in orange is hitting the ball in field hockey,"A competitive sportswoman in an orange uniform displays her athleticism outdoors, immersed in the intensity of a field hockey game on the grass",0.55401,0.74294
3021318991_fa28e3bca7.jpg,An athletic girl in an orange uniform is on a playing field of green grass and swinging at a ball,"A competitive sportswoman in an orange uniform displays her athleticism outdoors, immersed in the intensity of a field hockey game on the grass",0.70899,0.80602
3021318991_fa28e3bca7.jpg,A woman hockey player in an orange strip is striking the ball with her stick,"A competitive sportswoman in an orange uniform displays her athleticism outdoors, immersed in the intensity of a field hockey game on the grass",0.49332,0.73045
3037558954_20115165e3.jpg,A man is wind sailing in the ocean,"A man engaging in the extreme sport of wind sail riding amidst the summer waves, outdoors on a body of water",0.52173,0.71987
3037558954_20115165e3.jpg,A man stands on a sailboat in the water,"A man engaging in the extreme sport of wind sail riding amidst the summer waves, outdoors on a body of water",0.48049,0.70967
3037558954_20115165e3.jpg,A man windsurfs near the beach,"A man engaging in the extreme sport of wind sail riding amidst the summer waves, outdoors on a body of water",0.32378,0.61234
3037558954_20115165e3.jpg,A person is windsurfing in the water,"A man engaging in the extreme sport of wind sail riding amidst the summer waves, outdoors on a body of water",0.41674,0.65906
3037558954_20115165e3.jpg,A wind-surfer in near the beach,"A man engaging in the extreme sport of wind sail riding amidst the summer waves, outdoors on a body of water",0.32138,0.49708
3039214579_43ef79f931.jpg,A man in a yellow helmet is walking with a yellow bicycle near a group a of protesters,A man engaging in outdoor cycling with a vibrant yellow bicycle,0.53636,0.77144
3039214579_43ef79f931.jpg,A man is walking alongside a yellow bike on a sidewalk,A man engaging in outdoor cycling with a vibrant yellow bicycle,0.62517,0.77890
3039214579_43ef79f931.jpg,A man on a street with his yellow bike,A man engaging in outdoor cycling with a vibrant yellow bicycle,0.68999,0.77078
3039214579_43ef79f931.jpg,A man wearing a yellow and black helmet walks with his yellow bike,A man engaging in outdoor cycling with a vibrant yellow bicycle,0.54512,0.70924
3039214579_43ef79f931.jpg,a man wearing a yellow bike helmet walking his yellow bike along a sidewalk,A man engaging in outdoor cycling with a vibrant yellow bicycle,0.57913,0.74239
307994435_592f933a6d.jpg,A man in a red jacket is holding a piece of paper while posing,An outdoors shot of a man in a red jacket giving a thumbs up,0.65425,0.84518
307994435_592f933a6d.jpg,An Asian guy giving thumbs up with his eyes closed and tongue out,An outdoors shot of a man in a red jacket giving a thumbs up,0.44094,0.56311
307994435_592f933a6d.jpg,An Asian teenager in a red jacket has his thumb up and his tongue sticking out,An outdoors shot of a man in a red jacket giving a thumbs up,0.60651,0.70334
307994435_592f933a6d.jpg,Asian man giving thumbs up on street,An outdoors shot of a man in a red jacket giving a thumbs up,0.46854,0.55336
307994435_592f933a6d.jpg,Man in red jacket giving a thumbs-up with one hand a holding ticket in other,An outdoors shot of a man in a red jacket giving a thumbs up,0.65219,0.80197
3102204862_f1d220230b.jpg,A man is throwing another around in a wrestling ring,"A display of strength and competition in sports, two men grapple on the wrestling stage, under the watchful eyes of an engrossed audience",0.50866,0.46813
3102204862_f1d220230b.jpg,A wrestler is being held in the air by another man in the ring,"A display of strength and competition in sports, two men grapple on the wrestling stage, under the watchful eyes of an engrossed audience",0.52207,0.55011
3102204862_f1d220230b.jpg,A wrestler is being lifted off the ground by another wrestler,"A display of strength and competition in sports, two men grapple on the wrestling stage, under the watchful eyes of an engrossed audience",0.58647,0.48111
3102204862_f1d220230b.jpg,Professional wrestler getting flipped by another,"A display of strength and competition in sports, two men grapple on the wrestling stage, under the watchful eyes of an engrossed audience",0.36557,0.29007
3102204862_f1d220230b.jpg,Two people are in a wrestling match,"A display of strength and competition in sports, two men grapple on the wrestling stage, under the watchful eyes of an engrossed audience",0.43877,0.45615
3102363657_dc95fe6850.jpg,A boy hugging a bumble bee character,A cheerful child enjoying a winter day outdoors with a person in a fun bee costume,0.40887,0.71079
3102363657_dc95fe6850.jpg,A child hugging a person in a large bee costume,A cheerful child enjoying a winter day outdoors with a person in a fun bee costume,0.55373,0.82537
3102363657_dc95fe6850.jpg,A giant bee costume hugs a boy,A cheerful child enjoying a winter day outdoors with a person in a fun bee costume,0.45414,0.70901
3102363657_dc95fe6850.jpg,A little boy hugging a giant bee mascot,A cheerful child enjoying a winter day outdoors with a person in a fun bee costume,0.38940,0.66179
3102363657_dc95fe6850.jpg,"Small boy hugged by person in bee costume , blurry urban background",A cheerful child enjoying a winter day outdoors with a person in a fun bee costume,0.37560,0.55468
3139238055_2817a0c7d8.jpg,Four people make a silly pose at the dinner table,"A joyful gathering of smiling men and women sitting around a table, radiating happiness",0.23814,0.44530
3139238055_2817a0c7d8.jpg,Four people smile and hold golden plates behind their heads,"A joyful gathering of smiling men and women sitting around a table, radiating happiness",0.33066,0.43638
3139238055_2817a0c7d8.jpg,friends posing for a picture while holding plates,"A joyful gathering of smiling men and women sitting around a table, radiating happiness",0.24943,0.50464
3139238055_2817a0c7d8.jpg,Two men and two women hold gold plates behind their heads,"A joyful gathering of smiling men and women sitting around a table, radiating happiness",0.29129,0.38494
3139238055_2817a0c7d8.jpg,Two men and women pose for a camera with large gold plates held behind their heads,"A joyful gathering of smiling men and women sitting around a table, radiating happiness",0.33420,0.49841
3148193539_de9dd48fc8.jpg,Three boys all wearing green shirts are climbing on a slide,"A happy African family of young men and children, smiling outdoors while riding on the back of a bus",0.21144,0.50289
3148193539_de9dd48fc8.jpg,Three boys climb on a slide,"A happy African family of young men and children, smiling outdoors while riding on the back of a bus",0.20752,0.45241
3148193539_de9dd48fc8.jpg,Three boys in green shirts and khaki pants are at the top of a slide,"A happy African family of young men and children, smiling outdoors while riding on the back of a bus",0.21812,0.58727
3148193539_de9dd48fc8.jpg,Three boys wearing green shirts and tan pants pose at the top of a slide,"A happy African family of young men and children, smiling outdoors while riding on the back of a bus",0.23290,0.57151
3148193539_de9dd48fc8.jpg,Three children are posing on a playground slide,"A happy African family of young men and children, smiling outdoors while riding on the back of a bus",0.27254,0.46374
3169777863_d745865784.jpg,A group of dancers wearing black spandex are dancing in a studio,"A group of young adult women energetically exercising indoors, showcasing a vibrant display of sportsmanship",0.29556,0.65361
3169777863_d745865784.jpg,"A group of men and women in a dancing studio , their arms reaching to the sky","A group of young adult women energetically exercising indoors, showcasing a vibrant display of sportsmanship",0.32176,0.60499
3169777863_d745865784.jpg,Men and women in a dance class,"A group of young adult women energetically exercising indoors, showcasing a vibrant display of sportsmanship",0.27646,0.55996
3169777863_d745865784.jpg,Men and women in dark shorts and tops are stretching their hands to the ceiling,"A group of young adult women energetically exercising indoors, showcasing a vibrant display of sportsmanship",0.17181,0.39264
3169777863_d745865784.jpg,Several women and men are lifting their arms straight up above their heads,"A group of young adult women energetically exercising indoors, showcasing a vibrant display of sportsmanship",0.27868,0.36055
3173215794_6bdd1f72d4.jpg,A woman concentrates on the device in her hand in the midst of a crowded establishment all lit in purple,A mixed group of men and women standing together in a room at night,0.34042,0.61424
3173215794_6bdd1f72d4.jpg,Inside a bar there are people with red shirts,A mixed group of men and women standing together in a room at night,0.30592,0.51769
3173215794_6bdd1f72d4.jpg,"many people line up , and a woman texts",A mixed group of men and women standing together in a room at night,0.30065,0.61826
3173215794_6bdd1f72d4.jpg,People are waiting in a line of a dimly lit restaurant with purple light,A mixed group of men and women standing together in a room at night,0.33258,0.63410
3173215794_6bdd1f72d4.jpg,People stand in line at a place with purple lighting,A mixed group of men and women standing together in a room at night,0.34816,0.60756
3174726084_c108de0a64.jpg,A flag is carried,A man firmly holding something,0.30825,0.46707
3174726084_c108de0a64.jpg,"A red , white , black and green flag",A man firmly holding something,0.15879,0.15462
3174726084_c108de0a64.jpg,The flag of a country is being held in a crowd,A man firmly holding something,0.18270,0.43689
3174726084_c108de0a64.jpg,"There is a hand in front of a red , green , white , and black flag",A man firmly holding something,0.12003,0.23428
3174726084_c108de0a64.jpg,"There is a picture of a green , white , black , and red flag",A man firmly holding something,0.09011,0.22230
3175712926_5a470d0886.jpg,A bird is flying through the air,A large wild bird flying over a lush green field,0.49029,0.57331
3175712926_5a470d0886.jpg,A blue heron flying,A large wild bird flying over a lush green field,0.54688,0.71181
3175712926_5a470d0886.jpg,A gray egret takes flight,A large wild bird flying over a lush green field,0.41480,0.58094
3175712926_5a470d0886.jpg,A large bird is in mid flight,A large wild bird flying over a lush green field,0.56938,0.57787
3175712926_5a470d0886.jpg,A pelican flies through the air in front of trees,A large wild bird flying over a lush green field,0.47017,0.58804
3197891333_b1b0fd1702.jpg,"A family of nine people , including four children , pose in front of a brick fireplace with a white mantle","A joyful Caucasian family with boys and girls, all smiling, posing for a picture indoors, sitting cheerfully in front of a Christmas tree",0.46739,0.64834
3197891333_b1b0fd1702.jpg,A family poses in front of the fireplace and Christmas tree,"A joyful Caucasian family with boys and girls, all smiling, posing for a picture indoors, sitting cheerfully in front of a Christmas tree",0.51485,0.69496
3197891333_b1b0fd1702.jpg,A family posing by the mantle and christmas tree,"A joyful Caucasian family with boys and girls, all smiling, posing for a picture indoors, sitting cheerfully in front of a Christmas tree",0.44314,0.64617
3197891333_b1b0fd1702.jpg,A happy family poses by the fireplace,"A joyful Caucasian family with boys and girls, all smiling, posing for a picture indoors, sitting cheerfully in front of a Christmas tree",0.38072,0.58256
3197891333_b1b0fd1702.jpg,Two couples and four kids pose for a family picture,"A joyful Caucasian family with boys and girls, all smiling, posing for a picture indoors, sitting cheerfully in front of a Christmas tree",0.36330,0.65476
3527261343_efa07ea596.jpg,A male does an open leg trick while doing a wheelie on his bike,"An adrenaline-filled adventure as a man races through the outdoors on the back of a high-speed, red motorcycle, participating in an extreme sports event",0.38597,0.62248
3527261343_efa07ea596.jpg,A man is doing a wheelie on a motorcycle while stretching his legs outwards,"An adrenaline-filled adventure as a man races through the outdoors on the back of a high-speed, red motorcycle, participating in an extreme sports event",0.42916,0.58194
3527261343_efa07ea596.jpg,"A man with a red , black , and white jacked on is riding on a motorcycle","An adrenaline-filled adventure as a man races through the outdoors on the back of a high-speed, red motorcycle, participating in an extreme sports event",0.51504,0.55790
3527261343_efa07ea596.jpg,Man puts legs up in air while riding bike,"An adrenaline-filled adventure as a man races through the outdoors on the back of a high-speed, red motorcycle, participating in an extreme sports event",0.36852,0.33725
3527261343_efa07ea596.jpg,person riding a bike doing a while,"An adrenaline-filled adventure as a man races through the outdoors on the back of a high-speed, red motorcycle, participating in an extreme sports event",0.26076,0.60628
3560726559_4c4bed9f2d.jpg,A man and a woman holding hands try to go their opposite ways,"Two adults, a man and a woman of caucasian ethnicity, are holding hands outdoors, immersed in the serenity of a lush forest, embodying the essence of nature",0.29533,0.54151
